SalesOrderID;RevisionNumber;OrderDate;DueDate;ShipDate;Status;OnlineOrderFlag;SalesOrderNumber;PurchaseOrderNumber;AccountNumber;CustomerID;SalesPersonID;TerritoryID;BillToAddressID;ShipToAddressID;ShipMethodID;CreditCardID;CreditCardApprovalCode;CurrencyRateID;SubTotal;TaxAmt;Freight;TotalDue;Comment;rowguid;ModifiedDate
72134;8;04.05.2014 00:00;16.05.2014 00:00;11.05.2014 00:00;5;WAHR;SO72134;;10-4030-013670;13670;;9;26668;26668;1;2963;518109Vi15494;12129;123.98;9.9184;3.0995;136.9979;;0C9415AB-E9C8-4CBE-B5FD-3D5C6F684E65;11.05.2014 00:00
72135;8;04.05.2014 00:00;16.05.2014 00:00;11.05.2014 00:00;5;WAHR;SO72135;;10-4030-015791;15791;;9;28239;28239;1;794;218336Vi4030;12129;17.27;1.3816;0.4318;19.0834;;3C027D32-E10E-482E-AA20-B8B37ED37FB7;11.05.2014 00:00
72136;8;04.05.2014 00:00;16.05.2014 00:00;11.05.2014 00:00;5;WAHR;SO72136;;10-4030-028328;28328;;9;25798;25798;1;18718;818461Vi97308;12129;4.99;0.3992;0.1248;5.514;;7EECC74F-546D-4715-B4E1-F4C7620199E2;11.05.2014 00:00
72137;8;04.05.2014 00:00;16.05.2014 00:00;11.05.2014 00:00;5;WAHR;SO72137;;10-4030-019447;19447;;7;12644;12644;1;14672;419188Vi76086;;804.47;64.3576;20.1118;888.9394;;5F427671-3D2C-4C7F-9DB4-FEC4B8A55E9A;11.05.2014 00:00
72138;8;04.05.2014 00:00;16.05.2014 00:00;11.05.2014 00:00;5;WAHR;SO72138;;10-4030-016730;16730;;9;17138;17138;1;17876;119234Vi92742;12129;68.97;5.5176;1.7243;76.2119;;B4FAF3D3-2425-406B-9B86-B748D005A691;11.05.2014 00:00
72139;8;04.05.2014 00:00;16.05.2014 00:00;11.05.2014 00:00;5;WAHR;SO72139;;10-4030-018026;18026;;10;21046;21046;1;19197;819447Vi99754;12134;806.76;64.5408;20.169;891.4698;;7C97318B-AD64-4756-9D39-7E9A548D5488;11.05.2014 00:00
72140;8;04.05.2014 00:00;16.05.2014 00:00;11.05.2014 00:00;5;WAHR;SO72140;;10-4030-014818;14818;;7;24459;24459;1;6460;1019479Vi33511;;792.42;63.3936;19.8105;875.6241;;3B05A3DB-54C3-4CC7-B79F-159554C42F2E;11.05.2014 00:00
72141;8;04.05.2014 00:00;16.05.2014 00:00;11.05.2014 00:00;5;WAHR;SO72141;;10-4030-019438;19438;;8;11566;11566;1;9379;1120005Vi48344;;2369.96;189.5968;59.249;2618.8058;;6D3E7E82-BDFC-4B70-85E0-E8EE4AC7181D;11.05.2014 00:00
72142;8;04.05.2014 00:00;16.05.2014 00:00;11.05.2014 00:00;5;WAHR;SO72142;;10-4030-019439;19439;;8;16870;16870;1;6186;1120015Vi32150;;2376.96;190.1568;59.424;2626.5408;;A999E86E-9B9B-4208-B292-5EB13227A6B7;11.05.2014 00:00
72143;8;04.05.2014 00:00;16.05.2014 00:00;11.05.2014 00:00;5;WAHR;SO72143;;10-4030-012834;12834;;7;25581;25581;1;6717;1220054Vi34967;;2319.99;185.5992;57.9998;2563.589;;2583771D-42BB-4814-8F83-170D3DE03E8A;11.05.2014 00:00
72144;8;04.05.2014 00:00;16.05.2014 00:00;11.05.2014 00:00;5;WAHR;SO72144;;10-4030-016270;16270;;8;16738;16738;1;10313;220185Vi53217;;589.96;47.1968;14.749;651.9058;;32C30A19-806C-4739-BC69-BAA3E9B8E080;11.05.2014 00:00
72145;8;04.05.2014 00:00;16.05.2014 00:00;11.05.2014 00:00;5;WAHR;SO72145;;10-4030-011619;11619;;6;19459;19459;1;16780;420872Vi86906;12131;3.99;0.3192;0.0998;4.409;;47C0237A-F214-4C1F-B6D1-774CB48202C9;11.05.2014 00:00
72146;8;04.05.2014 00:00;16.05.2014 00:00;11.05.2014 00:00;5;WAHR;SO72146;;10-4030-025904;25904;;1;13804;13804;1;8334;721881Vi43170;;89.46;7.1568;2.2365;98.8533;;21859301-5DDE-4669-B7A3-EAEE3780F67F;11.05.2014 00:00
72147;8;04.05.2014 00:00;16.05.2014 00:00;11.05.2014 00:00;5;WAHR;SO72147;;10-4030-012895;12895;;6;20561;20561;1;2729;121907Vi14196;12131;68.97;5.5176;1.7243;76.2119;;BA456BC3-ACB1-4D77-A218-558FE4776EA9;11.05.2014 00:00
72148;8;04.05.2014 00:00;16.05.2014 00:00;11.05.2014 00:00;5;WAHR;SO72148;;10-4030-011287;11287;;6;25057;25057;1;18822;422952Vi97785;12131;29.99;2.3992;0.7498;33.139;;4943900D-1C94-4319-89C4-A6D8C5B337D6;11.05.2014 00:00
72149;8;04.05.2014 00:00;16.05.2014 00:00;11.05.2014 00:00;5;WAHR;SO72149;;10-4030-020313;20313;;1;22433;22433;1;5649;1223908Vi29570;;94.48;7.5584;2.362;104.4004;;0F2F5B7F-E0CF-4B10-BC49-528945218CA7;11.05.2014 00:00
72150;8;04.05.2014 00:00;16.05.2014 00:00;11.05.2014 00:00;5;WAHR;SO72150;;10-4030-028581;28581;;6;18486;18486;1;4258;524000Vi22391;12131;119.98;9.5984;2.9995;132.5779;;788859F0-0856-4986-B7B1-46450CD42C0F;11.05.2014 00:00
72151;8;04.05.2014 00:00;16.05.2014 00:00;11.05.2014 00:00;5;WAHR;SO72151;;10-4030-020471;20471;;1;25379;25379;1;12002;124145Vi62043;;73.97;5.9176;1.8493;81.7369;;89984678-F8BD-4463-AD1F-D205CC72952D;11.05.2014 00:00
72152;8;04.05.2014 00:00;16.05.2014 00:00;11.05.2014 00:00;5;WAHR;SO72152;;10-4030-018524;18524;;6;22728;22728;1;12610;924388Vi65219;12131;119.98;9.5984;2.9995;132.5779;;DDCE2F26-3C19-4B22-81F9-7592049126EC;11.05.2014 00:00
72153;8;04.05.2014 00:00;16.05.2014 00:00;11.05.2014 00:00;5;WAHR;SO72153;;10-4030-016380;16380;;6;17198;17198;1;11820;424676Vi61084;12131;123.98;9.9184;3.0995;136.9979;;95186581-079D-4075-A24E-681DDA9FBFBF;11.05.2014 00:00
72154;8;04.05.2014 00:00;16.05.2014 00:00;11.05.2014 00:00;5;WAHR;SO72154;;10-4030-014898;14898;;1;18423;18423;1;235;925718Vi1203;;41.95;3.356;1.0488;46.3548;;D103EC08-FF89-4754-A065-3EF312C3D68D;11.05.2014 00:00
72155;8;04.05.2014 00:00;16.05.2014 00:00;11.05.2014 00:00;5;WAHR;SO72155;;10-4030-016296;16296;;7;19833;19833;1;2560;1026870Vi13364;;122.95;9.836;3.0738;135.8598;;5F22C70C-F723-48A7-A589-005C2B155625;11.05.2014 00:00
72156;8;04.05.2014 00:00;16.05.2014 00:00;11.05.2014 00:00;5;WAHR;SO72156;;10-4030-029421;29421;;7;13178;13178;1;374;827246Vi1874;12134;78.48;6.2784;1.962;86.7204;;0D0DF933-3262-4505-A227-064BA26705A8;11.05.2014 00:00
72157;8;04.05.2014 00:00;16.05.2014 00:00;11.05.2014 00:00;5;WAHR;SO72157;;10-4030-013534;13534;;10;15121;15121;1;6348;728685Vi32956;12134;36.27;2.9016;0.9068;40.0784;;16801E59-BA23-4008-AC5F-F58758BD81AC;11.05.2014 00:00
72158;8;04.05.2014 00:00;16.05.2014 00:00;11.05.2014 00:00;5;WAHR;SO72158;;10-4030-015634;15634;;10;23290;23290;1;5727;128787Vi29983;12134;39.98;3.1984;0.9995;44.1779;;BB80ACCC-565A-47FD-8FE5-613C4690F783;11.05.2014 00:00
72159;8;04.05.2014 00:00;16.05.2014 00:00;11.05.2014 00:00;5;WAHR;SO72159;;10-4030-011655;11655;;4;20970;20970;1;3253;1029426Vi17122;;39.99;3.1992;0.9998;44.189;;3B40CED2-E223-4B94-B158-CAC45870A672;11.05.2014 00:00
72160;8;04.05.2014 00:00;16.05.2014 00:00;11.05.2014 00:00;5;WAHR;SO72160;;10-4030-011881;11881;;4;13617;13617;1;19008;229488Vi98762;;140.45;11.236;3.5113;155.1973;;558F9434-2981-4326-852D-45F2F710796E;11.05.2014 00:00
72161;8;04.05.2014 00:00;16.05.2014 00:00;11.05.2014 00:00;5;WAHR;SO72161;;10-4030-012641;12641;;7;22471;22471;1;4538;430730Vi23778;;8.99;0.7192;0.2248;9.934;;3CA4A671-682C-48FA-A173-2506AA201CC5;11.05.2014 00:00
72162;8;04.05.2014 00:00;16.05.2014 00:00;11.05.2014 00:00;5;WAHR;SO72162;;10-4030-015471;15471;;4;20566;20566;1;16033;436293Vi82869;;839.48;67.1584;20.987;927.6254;;9215646B-0DD1-4C1B-9B21-995BBE5413FA;11.05.2014 00:00
72163;8;04.05.2014 00:00;16.05.2014 00:00;11.05.2014 00:00;5;WAHR;SO72163;;10-4030-016211;16211;;1;25077;25077;1;16365;636333Vi84623;;586.97;46.9576;14.6743;648.6019;;744557CC-DBDE-4700-9A3C-8D07F0BA6FE5;11.05.2014 00:00
72164;8;04.05.2014 00:00;16.05.2014 00:00;11.05.2014 00:00;5;WAHR;SO72164;;10-4030-018393;18393;;1;16692;16692;1;1019;1036941Vi5076;;2294.99;183.5992;57.3748;2535.964;;7E8AA4BE-C8C0-4A4E-B509-7B68825C5F4C;11.05.2014 00:00
72165;8;04.05.2014 00:00;16.05.2014 00:00;11.05.2014 00:00;5;WAHR;SO72165;;10-4030-027854;27854;;7;24796;24796;1;5283;1137768Vi27630;;750.3;60.024;18.7575;829.0815;;48F7C90E-6BA5-492A-9C1B-B8C6AC0B159F;11.05.2014 00:00
72166;8;04.05.2014 00:00;16.05.2014 00:00;11.05.2014 00:00;5;WAHR;SO72166;;10-4030-029374;29374;;8;28462;28462;1;5461;337770Vi28613;;742.35;59.388;18.5588;820.2968;;42A73313-DD7F-4920-B104-4448C59B2241;11.05.2014 00:00
72167;8;04.05.2014 00:00;16.05.2014 00:00;11.05.2014 00:00;5;WAHR;SO72167;;10-4030-022851;22851;;9;18425;18425;1;9268;1238521Vi47814;12129;2451.3;196.104;61.2825;2708.6865;;4C72A8A0-13A2-47DF-8C96-947ACAFB8962;11.05.2014 00:00
72168;8;04.05.2014 00:00;16.05.2014 00:00;11.05.2014 00:00;5;WAHR;SO72168;;10-4030-018463;18463;;9;12155;12155;1;3816;938748Vi20083;12129;1147.77;91.8216;28.6943;1268.2859;;0D99B8E8-AA73-49AB-ABCE-74133734DFD1;11.05.2014 00:00
72169;8;04.05.2014 00:00;16.05.2014 00:00;11.05.2014 00:00;5;WAHR;SO72169;;10-4030-028135;28135;;9;16581;16581;1;15201;239088Vi78641;12129;548.98;43.9184;13.7245;606.6229;;830BF1B2-C230-4C14-84E3-34A678C9854B;11.05.2014 00:00
72170;8;04.05.2014 00:00;16.05.2014 00:00;11.05.2014 00:00;5;WAHR;SO72170;;10-4030-026651;26651;;9;11618;11618;1;1485;1239126Vi7661;12129;1174.48;93.9584;29.362;1297.8004;;5FFB617A-8E7B-4666-B9EE-2CEB678EE3C2;11.05.2014 00:00
72171;8;04.05.2014 00:00;16.05.2014 00:00;11.05.2014 00:00;5;WAHR;SO72171;;10-4030-011930;11930;;9;22060;22060;1;3912;539569Vi20595;12129;893.47;71.4776;22.3368;987.2844;;4216D7E7-2CB8-42B4-A0E4-E8116EC29F08;11.05.2014 00:00
72172;8;04.05.2014 00:00;16.05.2014 00:00;11.05.2014 00:00;5;WAHR;SO72172;;10-4030-024759;24759;;6;18520;18520;1;15950;239843Vi82429;12131;791.32;63.3056;19.783;874.4086;;5986EED4-789D-44C8-8EE7-62B51B3494DE;11.05.2014 00:00
72173;8;04.05.2014 00:00;16.05.2014 00:00;11.05.2014 00:00;5;WAHR;SO72173;;10-4030-025040;25040;;1;22400;22400;1;4653;940137Vi24413;;2420.34;193.6272;60.5085;2674.4757;;1103C7B8-03BE-41FC-B92D-2FD5AA7B879A;11.05.2014 00:00
72174;8;04.05.2014 00:00;16.05.2014 00:00;11.05.2014 00:00;5;WAHR;SO72174;;10-4030-028191;28191;;1;16349;16349;1;17403;140162Vi90435;;2419.06;193.5248;60.4765;2673.0613;;072D20D7-31E4-4C34-A86C-E2BA6712F7AC;11.05.2014 00:00
72175;8;04.05.2014 00:00;16.05.2014 00:00;11.05.2014 00:00;5;WAHR;SO72175;;10-4030-024333;24333;;1;16290;16290;1;18639;1240960Vi96836;;616.95;49.356;15.4238;681.7298;;4BCFA0A5-B74C-4439-85D1-9395B25C2892;11.05.2014 00:00
72176;8;04.05.2014 00:00;16.05.2014 00:00;11.05.2014 00:00;5;WAHR;SO72176;;10-4030-024239;24239;;4;13144;13144;1;10629;1240982Vi54786;;588.96;47.1168;14.724;650.8008;;B3BC3C59-D830-48C4-9067-8BF3273BB24F;11.05.2014 00:00
72177;8;04.05.2014 00:00;16.05.2014 00:00;11.05.2014 00:00;5;WAHR;SO72177;;10-4030-022246;22246;;4;17597;17597;1;13607;341154Vi70519;;1170.48;93.6384;29.262;1293.3804;;AE926964-830F-4090-91EB-483FCEED8C24;11.05.2014 00:00
72178;8;04.05.2014 00:00;16.05.2014 00:00;11.05.2014 00:00;5;WAHR;SO72178;;10-4030-018051;18051;;6;15807;15807;1;6345;341545Vi32943;12131;1735.98;138.8784;43.3995;1918.2579;;84565A51-7B59-4C14-B3FB-65202D85A3E7;11.05.2014 00:00
72179;8;04.05.2014 00:00;16.05.2014 00:00;11.05.2014 00:00;5;WAHR;SO72179;;10-4030-018982;18982;;1;25975;25975;1;4353;941557Vi22844;;1783.96;142.7168;44.599;1971.2758;;5BB55E7C-7D53-408C-BCBF-B5F732889A6E;11.05.2014 00:00
72180;8;04.05.2014 00:00;16.05.2014 00:00;11.05.2014 00:00;5;WAHR;SO72180;;10-4030-018092;18092;;6;14091;14091;1;11;1241558Vi39;12131;1789.45;143.156;44.7363;1977.3423;;74A66E6F-13EE-4197-A5E1-2E24B06D8F6F;11.05.2014 00:00
72181;8;04.05.2014 00:00;16.05.2014 00:00;11.05.2014 00:00;5;WAHR;SO72181;;10-4030-019315;19315;;7;13352;13352;1;10634;841883Vi54801;;1754.98;140.3984;43.8745;1939.2529;;E62A05FF-F478-49B1-85F3-7D8429624773;11.05.2014 00:00
72182;8;04.05.2014 00:00;16.05.2014 00:00;11.05.2014 00:00;5;WAHR;SO72182;;10-4030-013255;13255;;8;23936;23936;1;9076;942996Vi46846;;2398.05;191.844;59.9513;2649.8453;;B16786AE-B5CB-4FEB-BA54-AD4E34020ABD;11.05.2014 00:00
72183;8;04.05.2014 00:00;16.05.2014 00:00;11.05.2014 00:00;5;WAHR;SO72183;;10-4030-016286;16286;;7;24830;24830;1;15219;143002Vi78722;;2384.07;190.7256;59.6018;2634.3974;;26245AA2-12AA-416C-BFBD-99A17F5B6E19;11.05.2014 00:00
72184;8;04.05.2014 00:00;16.05.2014 00:00;11.05.2014 00:00;5;WAHR;SO72184;;10-4030-013630;13630;;9;24431;24431;1;7982;743634Vi41344;12129;2384.07;190.7256;59.6018;2634.3974;;6DF8F668-570E-409C-82F2-1585465A3790;11.05.2014 00:00
72185;8;04.05.2014 00:00;16.05.2014 00:00;11.05.2014 00:00;5;WAHR;SO72185;;10-4030-013643;13643;;9;29218;29218;1;;;12129;2393.06;191.4448;59.8265;2644.3313;;0F9DCC99-29CD-4F83-884D-86C1B25947FD;11.05.2014 00:00
72186;8;05.05.2014 00:00;17.05.2014 00:00;12.05.2014 00:00;5;WAHR;SO72186;;10-4030-011253;11253;;6;26098;26098;1;1129;1216755Vi5710;12142;49.99;3.9992;1.2498;55.239;;6AD88116-E2D7-4213-AD99-F4928348DA15;12.05.2014 00:00
72187;8;05.05.2014 00:00;17.05.2014 00:00;12.05.2014 00:00;5;WAHR;SO72187;;10-4030-011498;11498;;6;19062;19062;1;18027;216882Vi93549;12142;34.99;2.7992;0.8748;38.664;;BC73FABD-C0EC-458F-AD35-C996AF47C60A;12.05.2014 00:00
72188;8;05.05.2014 00:00;17.05.2014 00:00;12.05.2014 00:00;5;WAHR;SO72188;;10-4030-011913;11913;;9;16400;16400;1;15455;1217059Vi79819;12140;24.99;1.9992;0.6248;27.614;;70DCEF4F-27B0-4EDA-A966-0BA18817F58A;12.05.2014 00:00
72189;8;05.05.2014 00:00;17.05.2014 00:00;12.05.2014 00:00;5;WAHR;SO72189;;10-4030-028616;28616;;4;21550;21550;1;6558;317081Vi34069;;120;9.6;3;132.6;;94C3C210-289E-47E5-802F-BD02D69CCAE3;12.05.2014 00:00
72190;8;05.05.2014 00:00;17.05.2014 00:00;12.05.2014 00:00;5;WAHR;SO72190;;10-4030-013184;13184;;1;13163;13163;1;18826;1117089Vi97803;;120;9.6;3;132.6;;64C5C170-197B-43D2-9299-EA7295DD179C;12.05.2014 00:00
72191;8;05.05.2014 00:00;17.05.2014 00:00;12.05.2014 00:00;5;WAHR;SO72191;;10-4030-011148;11148;;9;20889;20889;1;18799;517895Vi97676;12140;39.98;3.1984;0.9995;44.1779;;C4D69646-A9C5-4DA4-A140-A7E8F811FDCB;12.05.2014 00:00
72192;8;05.05.2014 00:00;17.05.2014 00:00;12.05.2014 00:00;5;WAHR;SO72192;;10-4030-025251;25251;;9;12394;12394;1;17202;718211Vi89285;12140;39.98;3.1984;0.9995;44.1779;;96D4EFB9-9F57-4509-971F-AC04C6F8729E;12.05.2014 00:00
72193;8;05.05.2014 00:00;17.05.2014 00:00;12.05.2014 00:00;5;WAHR;SO72193;;10-4030-028958;28958;;9;27262;27262;1;10086;418397Vi51987;12140;14.98;1.1984;0.3745;16.5529;;5FE8867C-5946-4D3F-8214-2EA6EC60457F;12.05.2014 00:00
72194;8;05.05.2014 00:00;17.05.2014 00:00;12.05.2014 00:00;5;WAHR;SO72194;;10-4030-020576;20576;;10;24958;24958;1;11657;220011Vi60238;12145;2364.97;189.1976;59.1243;2613.2919;;EFEDD135-B348-49AC-A1DE-45EF299B2EEE;12.05.2014 00:00
72195;8;05.05.2014 00:00;17.05.2014 00:00;12.05.2014 00:00;5;WAHR;SO72195;;10-4030-020552;20552;;10;11665;11665;1;12362;1020020Vi63945;12145;2334.97;186.7976;58.3743;2580.1419;;406C34B6-1E82-4268-A6AE-EEF95526EE91;12.05.2014 00:00
72196;8;05.05.2014 00:00;17.05.2014 00:00;12.05.2014 00:00;5;WAHR;SO72196;;10-4030-013542;13542;;8;17571;17571;1;7682;720027Vi39787;;2364.97;189.1976;59.1243;2613.2919;;5EEBDB36-1F82-4D45-B0DF-A8F089C5916C;12.05.2014 00:00
72197;8;05.05.2014 00:00;17.05.2014 00:00;12.05.2014 00:00;5;WAHR;SO72197;;10-4030-013514;13514;;8;28923;28923;1;19150;920058Vi99531;;2394.97;191.5976;59.8743;2646.4419;;ABEEB65A-32E6-489C-A62A-9B35B025FC7F;12.05.2014 00:00
72198;8;05.05.2014 00:00;17.05.2014 00:00;12.05.2014 00:00;5;WAHR;SO72198;;10-4030-021038;21038;;7;20736;20736;1;17562;920197Vi91200;;573.98;45.9184;14.3495;634.2479;;3C93B967-58D2-4A59-BDBF-6640A6C13525;12.05.2014 00:00
72199;8;05.05.2014 00:00;17.05.2014 00:00;12.05.2014 00:00;5;WAHR;SO72199;;10-4030-011314;11314;;1;16354;16354;1;15392;720678Vi79493;;10.24;0.8192;0.256;11.3152;;D3B069D0-C59D-4379-B6A8-E3C5716A560D;12.05.2014 00:00
72200;8;05.05.2014 00:00;17.05.2014 00:00;12.05.2014 00:00;5;WAHR;SO72200;;10-4030-029007;29007;;1;14928;14928;1;1928;220974Vi10050;;24.99;1.9992;0.6248;27.614;;C32215C9-F0F6-42E1-A7F4-5FFB202D824E;12.05.2014 00:00
72201;8;05.05.2014 00:00;17.05.2014 00:00;12.05.2014 00:00;5;WAHR;SO72201;;10-4030-011262;11262;;6;29638;29638;1;;;12142;35.72;2.8576;0.893;39.4706;;B96B7FB6-3D9F-4DE5-937C-0460FBD50B66;12.05.2014 00:00
72202;8;05.05.2014 00:00;17.05.2014 00:00;12.05.2014 00:00;5;WAHR;SO72202;;10-4030-028579;28579;;1;28738;28738;1;3966;621269Vi20906;;7.28;0.5824;0.182;8.0444;;49EEBF06-71C4-417F-AC59-CBE5500221F1;12.05.2014 00:00
72203;8;05.05.2014 00:00;17.05.2014 00:00;12.05.2014 00:00;5;WAHR;SO72203;;10-4030-014079;14079;;6;28111;28111;1;17248;521281Vi89547;12142;68.97;5.5176;1.7243;76.2119;;0BA5D339-0081-4020-B185-2315A7D11C93;12.05.2014 00:00
72204;8;05.05.2014 00:00;17.05.2014 00:00;12.05.2014 00:00;5;WAHR;SO72204;;10-4030-028058;28058;;4;16082;16082;1;16248;121507Vi84035;;21.49;1.7192;0.5373;23.7465;;BD799E24-51FE-4EFA-99BA-F0EC9474EEAE;12.05.2014 00:00
72205;8;05.05.2014 00:00;17.05.2014 00:00;12.05.2014 00:00;5;WAHR;SO72205;;10-4030-016106;16106;;6;22935;22935;1;7256;422098Vi37676;12142;32.6;2.608;0.815;36.023;;2D582149-C570-4DE2-960C-17E423F2EC10;12.05.2014 00:00
72206;8;05.05.2014 00:00;17.05.2014 00:00;12.05.2014 00:00;5;WAHR;SO72206;;10-4030-024934;24934;;4;28918;28918;1;9064;922215Vi46793;;32.6;2.608;0.815;36.023;;3F6E377C-2EB4-49CF-A974-7AF273445EFE;12.05.2014 00:00
72207;8;05.05.2014 00:00;17.05.2014 00:00;12.05.2014 00:00;5;WAHR;SO72207;;10-4030-024937;24937;;1;18351;18351;1;14485;322221Vi75122;;32.6;2.608;0.815;36.023;;A0AE515E-4907-4DA0-A46E-37DA7663D5B6;12.05.2014 00:00
72208;8;05.05.2014 00:00;17.05.2014 00:00;12.05.2014 00:00;5;WAHR;SO72208;;10-4030-015340;15340;;6;16210;16210;1;311;822245Vi1585;12142;41.59;3.3272;1.0398;45.957;;0458B5DE-E072-4D2D-97DD-1ED7342BCD90;12.05.2014 00:00
72209;8;05.05.2014 00:00;17.05.2014 00:00;12.05.2014 00:00;5;WAHR;SO72209;;10-4030-023802;23802;;1;22086;22086;1;16162;823053Vi83599;;32.6;2.608;0.815;36.023;;BDEA0AE7-6DFF-4511-835C-381C9B7E4975;12.05.2014 00:00
72210;8;05.05.2014 00:00;17.05.2014 00:00;12.05.2014 00:00;5;WAHR;SO72210;;10-4030-019858;19858;;1;18465;18465;1;13381;123973Vi69336;;94.48;7.5584;2.362;104.4004;;56E76952-AA1B-435E-BEFC-78606C419BC4;12.05.2014 00:00
72211;8;05.05.2014 00:00;17.05.2014 00:00;12.05.2014 00:00;5;WAHR;SO72211;;10-4030-011331;11331;;6;21596;21596;1;14162;724166Vi73456;12142;77.96;6.2368;1.949;86.1458;;B4FD177F-09FB-4A75-8AA0-845C42636F83;12.05.2014 00:00
72212;8;05.05.2014 00:00;17.05.2014 00:00;12.05.2014 00:00;5;WAHR;SO72212;;10-4030-016379;16379;;4;24761;24761;1;2201;525137Vi11470;;58.98;4.7184;1.4745;65.1729;;A24BAD3B-F7C1-4EA1-B315-1125CA82B279;12.05.2014 00:00
72213;8;05.05.2014 00:00;17.05.2014 00:00;12.05.2014 00:00;5;WAHR;SO72213;;10-4030-021577;21577;;6;11695;11695;1;18019;425511Vi93502;12142;39.98;3.1984;0.9995;44.1779;;8FE447D4-AD85-42A6-896C-5454E1C65F3A;12.05.2014 00:00
72214;8;05.05.2014 00:00;17.05.2014 00:00;12.05.2014 00:00;5;WAHR;SO72214;;10-4030-015973;15973;;1;27331;27331;1;17548;1025800Vi91127;;39.98;3.1984;0.9995;44.1779;;C8105E54-3C44-48B9-B9C1-E981ECE41237;12.05.2014 00:00
72215;8;05.05.2014 00:00;17.05.2014 00:00;12.05.2014 00:00;5;WAHR;SO72215;;10-4030-015746;15746;;1;21332;21332;1;17591;825829Vi91347;;4.99;0.3992;0.1248;5.514;;B17E3542-E154-4476-AD68-0A81472F64A5;12.05.2014 00:00
72216;8;05.05.2014 00:00;17.05.2014 00:00;12.05.2014 00:00;5;WAHR;SO72216;;10-4030-013755;13755;;1;25048;25048;1;15762;626157Vi81492;;45.95;3.676;1.1488;50.7748;;1256ACE9-3D17-4C75-AE1A-EF40DF371E20;12.05.2014 00:00
72217;8;05.05.2014 00:00;17.05.2014 00:00;12.05.2014 00:00;5;WAHR;SO72217;;10-4030-013375;13375;;4;14456;14456;1;1404;426208Vi7199;;71.97;5.7576;1.7993;79.5269;;2F1532A1-CA7E-453E-B722-C10F74C4131B;12.05.2014 00:00
72218;8;05.05.2014 00:00;17.05.2014 00:00;12.05.2014 00:00;5;WAHR;SO72218;;10-4030-019823;19823;;6;13008;13008;1;14227;226623Vi73761;12142;46.47;3.7176;1.1618;51.3494;;8F77E0A8-93F0-4DB5-8432-1D6380341933;12.05.2014 00:00
72219;8;05.05.2014 00:00;17.05.2014 00:00;12.05.2014 00:00;5;WAHR;SO72219;;10-4030-016190;16190;;10;23917;23917;1;1824;126830Vi9428;12145;71.97;5.7576;1.7993;79.5269;;1EA9B75B-9310-4F35-AE75-D360F06C04AC;12.05.2014 00:00
72220;8;05.05.2014 00:00;17.05.2014 00:00;12.05.2014 00:00;5;WAHR;SO72220;;10-4030-017854;17854;;8;29020;29020;1;19149;826923Vi99524;;64.97;5.1976;1.6243;71.7919;;7887B7FF-D1C2-4A83-B695-46798A149CDD;12.05.2014 00:00
72221;8;05.05.2014 00:00;17.05.2014 00:00;12.05.2014 00:00;5;WAHR;SO72221;;10-4030-016471;16471;;7;16468;16468;1;8514;1027207Vi44042;;53.47;4.2776;1.3368;59.0844;;303131E7-9300-4A5E-9315-DA16C55DBAD4;12.05.2014 00:00
72222;8;05.05.2014 00:00;17.05.2014 00:00;12.05.2014 00:00;5;WAHR;SO72222;;10-4030-021045;21045;;7;12132;12132;1;1270;227548Vi6452;;23.78;1.9024;0.5945;26.2769;;941EE8C2-8FA5-4F84-9AB3-C1E7DBC10006;12.05.2014 00:00
72223;8;05.05.2014 00:00;17.05.2014 00:00;12.05.2014 00:00;5;WAHR;SO72223;;10-4030-020579;20579;;7;19550;19550;1;18888;827615Vi98152;;24.99;1.9992;0.6248;27.614;;2385FDFC-2EB6-4810-9418-D0033390D7CF;12.05.2014 00:00
72224;8;05.05.2014 00:00;17.05.2014 00:00;12.05.2014 00:00;5;WAHR;SO72224;;10-4030-022532;22532;;10;27085;27085;1;4743;228017Vi24881;12145;4.99;0.3992;0.1248;5.514;;86CC1F58-07B6-4FE5-B5D4-B7B0B349F907;12.05.2014 00:00
72225;8;05.05.2014 00:00;17.05.2014 00:00;12.05.2014 00:00;5;WAHR;SO72225;;10-4030-024542;24542;;7;19147;19147;1;121;728083Vi684;;123.99;9.9192;3.0998;137.009;;9B452D7A-3C62-418A-A427-003E5B70D551;12.05.2014 00:00
72226;8;05.05.2014 00:00;17.05.2014 00:00;12.05.2014 00:00;5;WAHR;SO72226;;10-4030-025499;25499;;10;19659;19659;1;12775;928235Vi66063;12145;38.98;3.1184;0.9745;43.0729;;2ECD63A0-C900-48C3-B5F3-B0C18E983B37;12.05.2014 00:00
72227;8;05.05.2014 00:00;17.05.2014 00:00;12.05.2014 00:00;5;WAHR;SO72227;;10-4030-027177;27177;;10;25039;25039;1;18461;128441Vi95868;12145;28.48;2.2784;0.712;31.4704;;CDF45A8F-7D78-4A44-8266-0F8D22AA4084;12.05.2014 00:00
72228;8;05.05.2014 00:00;17.05.2014 00:00;12.05.2014 00:00;5;WAHR;SO72228;;10-4030-024552;24552;;7;20894;20894;1;4242;928450Vi22336;;38.98;3.1184;0.9745;43.0729;;7A976745-A86D-4126-A9B3-A332F5D780E9;12.05.2014 00:00
